EVENT_TYPE	CATEGORY	TERM	CODE
observation	SYMPTOM_BREAST_LUMP	[D]Lump, localised and superficial	496501000000102
observation	SYMPTOM_BREAST_LUMP	[D]Lump in head or neck	274751001
observation	SYMPTOM_BREAST_PAIN	Unilateral mastalgia	315251009
observation	SYMPTOM_BREAST_PAIN	Cyclical mastalgia	237453001
observation	SYMPTOM_BREAST_PAIN	Persistent mastalgia	315250005
observation	SYMPTOM_BREAST_PAIN	Breast tenderness	55222007
observation	SYMPTOM_NIPPLE	Inversion of nipple	82231009
observation	SYMPTOM_NIPPLE	Retraction of nipple	31845005
observation	SYMPTOM_NIPPLE	Nipple discharge symptom	162164007
observation	SYMPTOM_NIPPLE	Nipple discharge	54302000
observation	SYMPTOM_NIPPLE	Sore nipple	247350000
observation	SYMPTOM_NIPPLE	Breast symptom of change in nipple	115941000119108
observation	SYMPTOM_NIPPLE	Eczema of nipple	237463009
observation	BREAST_BENIGN	Fibroadenosis of breast	23260002
observation	BREAST_BENIGN	Fibrocystic disease of breast	27431007
observation	BREAST_BENIGN	Fibroadenoma of breast	254845004
observation	BREAST_BENIGN	Solitary cyst of breast	266578003
observation	BREAST_BENIGN	Mammary duct ectasia	22049009
observation	BREAST_BENIGN	Abscess of breast	28432003
observation	SYMPTOM_BREAST_LUMP	Mass of axilla	300863000
observation	SYMPTOM_BREAST_LUMP	O/E -axillary lymphadenopathy	164150006
observation	SYMPTOM_BREAST_LUMP	Breast finding	116339002
observation	SYMPTOM_BREAST_LUMP	Breast problem	290085007
observation	SYMPTOM_BREAST_LUMP	[X]Other signs and symptoms in breast	198116001
observation	SYMPTOM_BREAST_PAIN	Pain of breast	53430007
observation	HEREDITARY_BRCA	BRCA1 gene mutation positive	412734009
observation	OVARIAN_CONDITIONS	Menopause	161712005
observation	FAMHX_OTHER_CANCERS	Family history of malignant neoplasm	275937001
observation	FAMHX_BREAST_OVARIAN	FH: Ovarian carcinoma	275111003
observation	FAMHX_BREAST_OVARIAN	FH: neoplasm of ovary	160297008
observation	FAMHX_BREAST_OVARIAN	FH: Breast disease	160392000
observation	HEREDITARY_BRCA	BRCA2 gene mutation positive	412738007
observation	HISTORY_OOPHORECTOMY	Bilateral salpingo-oophorectomy	29827000
observation	HISTORY_OOPHORECTOMY	Laparoscopic TAH and bilateral salpingo-oophorectomy	414575003
observation	OVARIAN_CONDITIONS	Polycystic ovaries	69878008
observation	OVARIAN_CONDITIONS	Ovarian cyst	79883001
observation	OVARIAN_CONDITIONS	Premature menopause	373717006
observation	OVARIAN_CONDITIONS	Ovarian cystectomy	387741004
observation	FAMHX_OTHER_CANCERS	FH: Bowel cancer (Lynch)	275109007
observation	FAMHX_OTHER_CANCERS	Family history of prostate cancer (BRCA2)	414205003
observation	FAMHX_OTHER_CANCERS	Family history of malignant neoplasm of GI tract	429006005
observation	FAMHX_OTHER_CANCERS	Family history of neoplasm	266883004
observation	COMORBID_HYPOTHYROID	Other acquired hypothyroidism	111566002
observation	LAB_FSH	Serum follicle stimulating hormone level	1027161000000108
observation	LAB_FT3	Serum free triiodothyronine level	1016961000000104
observation	LAB_FT4	Free thyroxine level	1030801000000101
observation	LAB_FT4_SERUM	Serum free T4 level	1016971000000106
observation	LAB_TSH	TSH (thyroid stimulating hormone) level	1027151000000105
observation	LAB_TSH_PLASMA	Plasma TSH (thyroid stimulating hormone) level	1022801000000102
observation	LAB_GONADOTROPHIN	Gonadotrophin levels	997121000000100
observation	LAB_TFT	Thyroid hormone tests	1027131000000103
observation	LAB_TFT	Thyroid hormone tests	269845004
observation	LAB_TFT_TEST	Thyroid function test	1016851000000107
observation	LAB_TPO_AB	Thyroid peroxidase antibody level	1030111000000108
medication	RESPIRATORY_INHALERS	Salmeterol 25micrograms/dose inhaler CFC free	10075611000001101
medication	RESPIRATORY_INHALERS	Ventolin 100micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)	222311000001102
medication	RESPIRATORY_INHALERS	Beconase Aqueous 50micrograms/dose nasal spray (GlaxoSmithKline UK Ltd)	2940411000001108
medication	RESPIRATORY_INHALERS	Qvar 100 inhaler (Teva UK Ltd)	3175611000001106
medication	RESPIRATORY_INHALERS	Qvar 50 inhaler (Teva UK Ltd)	3176811000001102
medication	RESPIRATORY_INHALERS	Qvar 100 Autohaler (Teva UK Ltd)	3177711000001108
medication	RESPIRATORY_INHALERS	Beclometasone 100micrograms/dose breath actuated inhaler	35907811000001102
medication	RESPIRATORY_INHALERS	Beclometasone 200micrograms/dose inhaler	35908511000001101
medication	RESPIRATORY_INHALERS	Salbutamol 100micrograms/dose inhaler	35936511000001108
medication	RESPIRATORY_INHALERS	Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	38896811000001103
medication	RESPIRATORY_INHALERS	Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free	39111111000001109
medication	RESPIRATORY_INHALERS	Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free	39111311000001106
medication	RESPIRATORY_INHALERS	Beclometasone 50micrograms/dose nasal spray	39111911000001107
medication	RESPIRATORY_INHALERS	Salbutamol 100micrograms/dose breath actuated inhaler CFC free	39112711000001103
medication	RESPIRATORY_INHALERS	Salbutamol 100micrograms/dose inhaler CFC free	39113611000001102
medication	RESPIRATORY_INHALERS	Beclometasone 100micrograms/dose inhaler	42292311000001106
medication	RESPIRATORY_INHALERS	Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler	4378111000001103
medication	RESPIRATORY_INHALERS	Flixonase Nasule 400microgram/unit dose nasal drops (GlaxoSmithKline UK Ltd)	4380511000001101
medication	RESPIRATORY_INHALERS	Budesonide 64micrograms/dose nasal spray	7425611000001100
medication	RESPIRATORY_INHALERS	Seretide 125 Evohaler (GlaxoSmithKline UK Ltd)	810211000001105
medication	RESPIRATORY_INHALERS	Tiotropium bromide 18microgram inhalation powder capsules	9478911000001107
medication	RESPIRATORY_INHALERS	Tiotropium bromide 18microgram inhalation powder capsules with device	9479011000001103
observation	COMORBID_ASTHMA	Exercise-induced asthma	31387002
observation	COMORBID_ASTHMA_CONTROL	Royal College of Physicians asthma assessment	302331000000106
observation	COMORBID_ASTHMA_CONTROL	Asthma review using Royal College of Physicians three questions	754061000000100
observation	COMORBID_ASTHMA_CONTROL	Royal College of Physicians asthma assessment three questions score	448003001
observation	COMORBID_ASTHMA_CONTROL	Asthma attack	708038006
observation	COMORBID_ASTHMA_CONTROL	Emergency asthma patient visit since last encounter	708373002
observation	COMORBID_ASTHMA	Increasing exercise wheeze	170612008
observation	COMORBID_ASTHMA	Airways obstruction reversible	170627008
observation	COMORBID_ASTHMA	Airways obstruction irreversible	170628003
observation	COMORBID_ASTHMA	Bronchodilators used more than once daily	170629006
observation	COMORBID_ASTHMA	Bronchodilators used a maximum of once daily	170630001
observation	COMORBID_ASTHMA	Asthma disturbing sleep	170631002
observation	COMORBID_ASTHMA	Asthma causing night waking	170632009
observation	COMORBID_ASTHMA	Asthma not disturbing sleep	170635006
observation	COMORBID_ASTHMA	Asthma never disturbs sleep	170636007
observation	COMORBID_ASTHMA	Asthma limiting activities	170637003
observation	COMORBID_ASTHMA	Asthma not limiting activities	170638008
observation	COMORBID_ASTHMA	Asthma prophylactic medication used	170647000
observation	COMORBID_ASTHMA	Asthma restricts exercise	170655007
observation	COMORBID_ASTHMA	Asthma sometimes restricts exercise	170656008
observation	COMORBID_ASTHMA	Asthma severely restricts exercise	170657004
observation	COMORBID_ASTHMA	Asthma never restricts exercise	170658009
observation	COMORBID_ASTHMA	Not using inhaled steroids	170660006
observation	COMORBID_ASTHMA	Using inhaled steroids - high dose	170662003
observation	COMORBID_ASTHMA	Asthma causes daytime symptoms 1 to 2 times per month	370202007
observation	COMORBID_ASTHMA	Asthma causes daytime symptoms 1 to 2 times per week	370203002
observation	COMORBID_ASTHMA	Asthma causes daytime symptoms most days	370204008
observation	COMORBID_ASTHMA	Asthma causes night symptoms 1 to 2 times per month	370205009
observation	COMORBID_ASTHMA	Asthma never causes daytime symptoms	370208006
observation	COMORBID_ASTHMA	Asthma daytime symptoms	373899003
observation	COMORBID_ASTHMA	Asthma never causes night symptoms	473391009
observation	COMORBID_ASTHMA	Asthma causes night time symptoms 1 to 2 times per week	771901000000100
observation	COMORBID_ASTHMA	Asthma limits activities 1 to 2 times per month	771981000000105
observation	COMORBID_ASTHMA_CONTROL	Asthma control step 1	182727003
observation	COMORBID_ASTHMA_CONTROL	Asthma control step 2	182728008
observation	COMORBID_ASTHMA_CONTROL	Asthma control step 3	182729000
observation	LAB_SPIRO_FLOW	Respiratory flow rate measured	165034005
observation	LAB_SPIRO_FLOW	Percent predicted FEF 25-75	1709401000006107
observation	LAB_SPIRO_VOLUMES	Forced expired volume in 1 second	59328004
observation	LAB_SPIRO_VOLUMES	Forced expired volume in one second/forced vital capacity ratio	251944000
observation	LAB_SPIRO_VOLUMES	FEV1/FVC percent	313222007
observation	LAB_SPIRO_VOLUMES	Forced vital capacity	50834005
observation	LAB_SPIRO_FLOW	Peak expiratory flow rate measured using EN 13826 device	165871000000103
observation	LAB_SPIRO_FLOW	Predicted peak flow	271508001
observation	LAB_SPIRO_FLOW	Recorded/predicted peak expiratory flow rate ratio	134432000
observation	LAB_SPIRO_FLOW	Peak expiratory flow rate	18491006
observation	LAB_SPIRO_FLOW	More than 80% of predicted peak flow rate	271307007
observation	LAB_SPIRO_FLOW	Peak flow rate (respiratory)	313193002
observation	LAB_SPIRO_FLOW	Positive reversibility test to salbutamol	391118006
observation	LAB_SPIRO_FLOW	Serial peak expiratory flow rate	251940009
observation	LAB_LH	Serum luteinising hormone level	1023161000000104
observation	LAB_LH	Luteinising hormone level	1030811000000104
observation	LAB_LH	Plasma LH (luteinising hormone) level	1023171000000106
observation	LAB_LH	Luteinising hormone and follicle stimulating hormone checked	148176006
observation	LAB_OESTRADIOL	Serum oestradiol level	1010521000000102
observation	LAB_OESTRADIOL	Plasma oestradiol level	1023231000000101
observation	LAB_OESTRADIOL	Test request : Serum oestradiol level	1822661000006105
observation	LAB_OESTRADIOL	Basic oestrogen: 17-B-oestriol level	373622004
observation	HRT	Insertion of oestradiol implant	177627006
observation	LAB_PROLACTIN	Serum prolactin level	1023211000000109
observation	LAB_PROLACTIN	Prolactin level	1027171000000101
observation	LAB_PROLACTIN	Increased prolactin level	131008004
observation	LAB_PROLACTIN	Test request : Prolactin	110051000006104
observation	LAB_PROLACTIN	Plasma prolactin level	1023181000000108
observation	LAB_PROLACTIN	Monomeric prolactin level	1012121000000109
observation	LAB_PROLACTIN	Serum monomeric prolactin level	1013581000000107
observation	LAB_SEX_HORMONES_OTHER	Serum testosterone level	997161000000108
observation	LAB_SEX_HORMONES_OTHER	Test request : Testosterone	110151000006100
observation	LAB_SEX_HORMONES_OTHER	Plasma testosterone level	995571000000101
observation	LAB_SEX_HORMONES_OTHER	Serum progesterone level	997151000000105
observation	LAB_SEX_HORMONES_OTHER	Test request : Progesterone	110041000006101
observation	LAB_SEX_HORMONES_OTHER	Serum sex hormone binding globulin level	999661000000105
observation	LAB_SEX_HORMONES_OTHER	Test request : Serum sex hormone binding globulin level	1757101000006104
observation	LAB_SEX_HORMONES_OTHER	Serum dehydroepiandrosterone level	997171000000101
observation	LAB_SEX_HORMONES_OTHER	Dehydroepiandrosterone sulphate level	1011671000000105
observation	LAB_SEX_HORMONES_OTHER	Serum androstenedione level	1023251000000108
observation	LAB_SEX_HORMONES_OTHER	Anti-Mullerian hormone level	1006391000000109
observation	LAB_SEX_HORMONES_OTHER	Serum insulin-like growth factor 1 level	997351000000107
OBS	BREAST_BENIGN	Mastitis	45198002
OBS	HRT	Hormone replacement therapy ongoing treatment	182933001
observation	BREAST_BENIGN	H/O: breast problem	161797003
