EVENT_TYPE	CATEGORY	TERM	CODE
OBS	SKIN_INFECTION_WORKUP	O/E - infected toe	413108001
OBS	SKIN_INFECTION_WORKUP	Blister of foot	444659003
OBS	SKIN_INFECTION_WORKUP	Open wound of lower limb	26947005
OBS	VIROLOGY_SKIN_RELATED	Herpes simplex type 1 DNA detection assay	1008411000000105
OBS	VIROLOGY_SKIN_RELATED	Herpes simplex type 2 DNA detection assay	1008401000000108
OBS	CRYOTHERAPY_WART_TREATMENT	Viral wart	57019003
OBS	CRYOTHERAPY_WART_TREATMENT	Wart treated with liquid nitrogen	27777002
OBS	SKIN_CONDITIONS	Skin and subcutaneous tissue disease	80659006
OBS	SKIN_CONDITIONS	Pyoderma	70759006
OBS	SKIN_CONDITIONS	Vesicular eczema of hands and/or feet	402567004
OBS	SKIN_CONDITIONS	Lichen sclerosus et atrophicus	25674000
OBS	SKIN_CONDITIONS	Dermatitis/eczemas NOS	24079001
OBS	SKIN_CONDITIONS	Impetigo NOS	48277006
OBS	SKIN_CONDITIONS	Hand wart	240534005
OBS	SKIN_CONDITIONS	Verruca plantaris	63440008
OBS	SKIN_CONDITIONS	Nail dystrophy	87065009
OBS	SKIN_CONDITIONS	Onychomycosis	414941008
OBS	SKIN_CONDITIONS	Scalp psoriasis	238608008
OBS	SKIN_CONDITIONS	Varicose veins of the leg with eczema	275700003
OBS	INSECT_BITES	Insect bites	855471000006109
MED	ACTINIC_PRE_MALIGNANT_TREATMENT	Efudix 5% cream	437111000001103
MED	ACTINIC_PRE_MALIGNANT_TREATMENT	Solaraze 3% gel	3648411000001100
MED	ACTINIC_PRE_MALIGNANT_TREATMENT	Diclofenac sodium 3% gel	41738811000001101
MED	ANTIFUNGAL_SYSTEMIC	Itraconazole 100mg capsules	41789311000001106
MED	ANTIFUNGAL_SYSTEMIC	Terbinafine 250mg tablets	41795011000001105
MED	SKIN_ANTIBIOTICS_ORAL	Flucloxacillin 250mg capsules	39692111000001101
MED	SKIN_ANTIBIOTICS_ORAL	Flucloxacillin 500mg capsules	39692211000001107
MED	SKIN_ANTIBIOTICS_ORAL	Co-fluampicil 250mg/250mg capsules	39732711000001100
MED	LOCAL_ANAESTHETICS_SKIN	Xylocaine 2% with Adrenaline	3595911000001104
MED	LOCAL_ANAESTHETICS_SKIN	Lidocaine 200mg/20ml (1%) / Adrenaline	3602611000001107
MED	LOCAL_ANAESTHETICS_SKIN	Lidocaine 20mg/2ml (1%)	36039411000001106
MED	LOCAL_ANAESTHETICS_SKIN	Xylocaine 1% with Adrenaline	3594611000001109
MED	WOUND_DRESSINGS	Mepitel dressing 5cm x 7cm	7626711000001104
MED	WOUND_DRESSINGS	Mepilex Border dressing 10cm x 12.5cm	13787511000001104
MED	WOUND_DRESSINGS	Mepore dressing 7cm x 8cm	18411000001108
MED	WOUND_DRESSINGS	Mepore dressing 10cm x 11cm	391211000001103
MED	WOUND_DRESSINGS	Atrauman dressing 5cm x 5cm	801811000001101
MED	WOUND_DRESSINGS	UrgoTul Absorb Border dressing 10cm x 10cm	24627911000001106
MED	WOUND_DRESSINGS	UrgoTul Absorb Border dressing 8cm x 8cm	24627511000001104
MED	WOUND_DRESSINGS	Inadine dressing 5cm x 5cm	644011000001106
MED	WOUND_DRESSINGS	DuoDERM Extra Thin dressing 10cm x 10cm	855911000001103
MED	WOUND_DRESSINGS	Allevyn Adhesive dressing 7.5cm x 7.5cm	435411000001102
MED	WOUND_DRESSINGS	Povidone-Iodine fabric dressing sterile 5cm x 5cm	3440611000001103
MED	WOUND_DRESSINGS	Sterile dressing pack specification 10	3137111000001109
MED	SUTURES_WOUND_TAPE	Ethilon suture 2gauge 45cm length	6000211000001109
MED	SUTURES_WOUND_TAPE	Ethilon suture 1.5gauge 45cm length	5996711000001107
MED	SUTURES_WOUND_TAPE	Micropore tape 2.5cm	521611000001108
MED	SUTURES_WOUND_TAPE	Ethilon suture 4gauge 45cm length	36585311000001106
MED	WOUND_CARE	Irriclens sodium chloride 0.9% irrigation solution	3498811000001109
MED	WOUND_CARE	Sodium chloride 0.9% irrigation solution 20ml unit dose	39712211000001102
MED	WOUND_CARE	Flamazine 1% cream	3445611000001106
MED	IMMUNOSUPPRESSANT_SYSTEMIC	Azathioprine 50mg tablets	41759311000001100
MED	IMMUNOSUPPRESSANT_SYSTEMIC	Methotrexate 2.5mg tablets	41792011000001100
MED	IMMUNOSUPPRESSANT_CORTICOSTEROIDS	Prednisolone 5mg gastro-resistant tablets	42087211000001107
MED	IMMUNOSUPPRESSANT_CORTICOSTEROIDS	Prednisolone 2.5mg gastro-resistant tablets	42086911000001101
MED	IMMUNOSUPPRESSANT_CORTICOSTEROIDS	Prednisolone 2.5mg tablets	28808611000001100
MED	IMMUNOSUPPRESSANT_CORTICOSTEROIDS	Prednisolone 1mg tablets	42086811000001106
MED	ANTIVIRAL_SYSTEMIC	Aciclovir 200mg tablets	41485311000001102
MED	ANTIVIRAL_SYSTEMIC	Aciclovir 800mg tablets	41485911000001101
MED	ANTIBIOTIC_IMMUNOCOMPROMISE	Co-trimoxazole 80mg/400mg tablets	41947411000001107
MED	TOPICAL_STEROIDS_SKIN	Hydrocortisone 1% / Miconazole 2% ointment	41900211000001102
MED	TOPICAL_STEROIDS_SKIN	Hydrocortisone 1% / Miconazole 2% cream	41900111000001108
MED	TOPICAL_STEROIDS_SKIN	Hydrocortisone 0.5% ointment	41899911000001109
MED	TOPICAL_STEROIDS_SKIN	Hydrocortisone 0.5% cream	41899811000001104
MED	TOPICAL_STEROIDS_SKIN	Daktacort 2%/1% cream	859911000001101
MED	TOPICAL_STEROIDS_SKIN	Daktacort ointment	278911000001102
MED	TOPICAL_STEROIDS_SKIN	Elocon 0.1% cream	498811000001102
MED	TOPICAL_STEROIDS_SKIN	Synalar 0.025% gel	427911000001103
MED	TOPICAL_STEROIDS_SKIN	Diprosalic 0.05%/3% ointment	611311000001103
MED	TOPICAL_STEROIDS_SKIN	Diprosalic 0.05%/2% scalp application	531811000001105
MED	TOPICAL_ANTIBIOTICS_SKIN	Fucidin 20mg/g cream	818211000001108
MED	TOPICAL_ANTIBIOTICS_SKIN	Fucidin H cream	2903711000001100
MED	TOPICAL_ANTIBIOTICS_SKIN	Fucibet cream	399111000001108
MED	TOPICAL_ANTIBIOTICS_SKIN	Mupirocin 2% ointment	41904011000001100
MED	TOPICAL_ANTIBIOTICS_SKIN	Fusidic acid 2% cream	41898711000001103
MED	TOPICAL_ANTIBIOTICS_SKIN	Mupirocin 2% cream	41903711000001100
MED	TOPICAL_STEROID_SCALP	Betnovate 0.1% scalp application	766211000001108
MED	TOPICAL_SKIN_OTHER	Salicylic acid 2% / Mucopolysaccharide polysulfate 0.2% gel	41744911000001103
MED	TOPICAL_SKIN_OTHER	Fludroxycortide 4micrograms/square cm tape 7.5cm	4747111000001104
MED	TOPICAL_SKIN_OTHER	Crotamiton 10% cream	41895211000001103
MED	ANTIVIRAL_SKIN	Aciclovir 5% cream	41485711000001103
OBS	SKIN_TREATMENT_WOUND	Removal of skin sutures/clips	184043001
MED	SKIN_ANTIBIOTICS_ORAL	Amoxicillin 250mg capsules	39732311000001104
MED	SKIN_ANTIBIOTICS_ORAL	Trimethoprim 200mg tablets	41956211000001109
MED	SKIN_ANTIBIOTICS_ORAL	Co-amoxiclav 500mg/125mg tablets	39732211000001107
MED	SKIN_ANTIBIOTICS_ORAL	Phenoxymethylpenicillin 250mg tablets	41953811000001101
MED	SKIN_ANTIBIOTICS_ORAL	Amoxicillin 500mg capsules	39732411000001106
MED	TOPICAL_STEROIDS_SKIN	Hydrocortisone 1% cream	41900511000001104
MED	SKIN_ANTIBIOTICS_ORAL	Clarithromycin 500mg tablets	41946511000001109
MED	SKIN_ANTIBIOTICS_ORAL	Doxycycline 100mg capsules	41948311000001104
MED	IMMUNOSUPPRESSANT_CORTICOSTEROIDS	Prednisolone 5mg tablets	42087311000001104
OBS	OTHERS	Large unstained cells	993551000000106
OBS	BMI	Body mass index	60621009
OBS	BODY_WEIGHT	Body weight	27113001
OBS	IDEAL_BODY_WEIGHT	Ideal body weight	170804003
OBS	SYSTOLIC_BP	Systolic arterial pressure	72313002
OBS	DIASTOLIC_BP	Diastolic arterial pressure	1091811000000102
OBS	HEART_RATE	Heart rate	364075005
OBS	HEART_RATE	Pulse rate	78564009
OBS	HYPERTENSION	Raised blood pressure	24184005
OBS	OTHER_SKIN_LESIONS	Seborrhoeic wart	394726009
